,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16
2910,1.0,1.0,0.74,0.97,0.5,0.66,0.34,0.3,0.49,0.0,0.75,0.18,0.37,0.24,0.0,0.15
2911,1.0,1.0,0.76,0.96,0.42,0.68,0.22,0.37,0.3,0.05,0.87,0.0,0.67,0.25,0.0,0.18
2912,1.0,1.0,0.78,0.96,0.32,0.66,0.0,0.33,0.11,0.0,0.89,0.11,0.85,0.35,0.03,0.24
2913,1.0,0.77,0.77,1.0,0.29,0.86,0.0,0.57,0.03,0.24,0.39,0.0,0.56,0.21,0.11,0.39
2914,1.0,0.86,0.67,1.0,0.24,0.8,0.0,0.5,0.0,0.16,0.41,0.0,0.63,0.24,0.18,0.35
2915,1.0,0.88,0.57,1.0,0.19,0.79,0.0,0.44,0.16,0.09,0.62,0.0,0.59,0.29,0.15,0.33
2916,1.0,0.91,0.58,1.0,0.2,0.75,0.0,0.38,0.11,0.0,0.56,0.03,0.61,0.37,0.2,0.33
2917,1.0,0.94,0.76,1.0,0.36,0.67,0.03,0.3,0.31,0.0,0.9,0.15,0.59,0.46,0.0,0.34
2918,1.0,0.95,0.87,1.0,0.49,0.76,0.17,0.47,0.0,0.14,0.4,0.0,0.66,0.25,0.19,0.25
2919,1.0,0.97,0.82,1.0,0.45,0.75,0.15,0.47,0.0,0.13,0.39,0.0,0.58,0.24,0.12,0.25
2920,1.0,0.99,0.67,1.0,0.24,0.68,0.0,0.32,0.27,0.0,0.99,0.08,0.77,0.4,0.09,0.55
2921,0.16,1.0,0.0,0.57,0.55,0.55,0.44,0.0,0.12,0.17,0.06,0.77,0.45,0.98,1.0,1.0
2922,0.35,0.96,0.42,1.0,0.16,0.65,0.07,0.28,0.44,0.0,1.0,0.16,0.62,0.35,0.0,0.22
2923,0.39,1.0,0.23,0.82,0.0,0.52,0.01,0.21,0.48,0.0,1.0,0.16,0.7,0.42,0.06,0.55
2924,0.45,1.0,0.42,0.79,0.11,0.45,0.0,0.07,0.62,0.0,1.0,0.23,0.41,0.35,0.33,0.11
2925,0.48,1.0,0.24,0.75,0.05,0.4,0.02,0.05,0.59,0.0,1.0,0.26,0.43,0.3,0.0,0.05
2926,0.51,1.0,0.23,0.74,0.07,0.34,0.35,0.0,0.99,0.06,1.0,0.34,0.34,0.31,0.0,0.01
2927,0.52,1.0,0.19,0.73,0.0,0.44,0.06,0.14,0.58,0.0,1.0,0.17,0.6,0.36,0.19,0.2
2928,0.55,1.0,0.2,0.69,0.03,0.36,0.04,0.03,0.72,0.0,1.0,0.31,0.68,0.57,0.0,0.45
2929,0.55,1.0,0.33,0.72,0.18,0.44,0.19,0.15,0.7,0.0,1.0,0.2,0.4,0.23,0.0,0.01
2930,0.57,1.0,0.2,0.77,0.0,0.49,0.02,0.19,0.46,0.0,1.0,0.13,0.83,0.38,0.35,0.26
2931,0.59,1.0,0.24,0.75,0.0,0.46,0.0,0.16,0.49,0.0,1.0,0.13,0.6,0.32,0.03,0.25
2932,0.6,1.0,0.19,0.76,0.01,0.45,0.03,0.13,0.56,0.0,1.0,0.2,0.44,0.27,0.0,0.05
2933,0.62,1.0,0.27,0.82,0.0,0.51,0.02,0.19,0.51,0.0,1.0,0.18,0.62,0.4,0.2,0.22
2934,0.63,1.0,0.26,0.76,0.07,0.51,0.0,0.25,0.22,0.0,1.0,0.06,0.78,0.31,0.0,0.4
2935,0.64,1.0,0.21,0.74,0.0,0.38,0.17,0.03,0.72,0.0,1.0,0.31,0.59,0.51,0.06,0.39
2936,0.66,1.0,0.25,0.8,0.04,0.53,0.0,0.25,0.26,0.0,0.94,0.0,1.0,0.22,0.45,0.08
2937,0.67,1.0,0.27,0.75,0.0,0.44,0.15,0.11,0.73,0.03,1.0,0.25,0.4,0.25,0.03,0.0
2938,0.68,1.0,0.41,0.94,0.13,0.61,0.0,0.27,0.32,0.0,1.0,0.2,0.6,0.32,0.09,0.07
2939,0.69,1.0,0.71,0.86,0.12,0.57,0.0,0.24,0.69,0.0,1.0,0.3,0.12,0.39,0.31,0.12
2940,0.7,1.0,0.35,0.72,0.1,0.44,0.1,0.14,0.68,0.0,1.0,0.26,0.65,0.53,0.0,0.63
2941,0.71,0.96,0.32,1.0,0.0,0.58,0.05,0.15,0.71,0.01,1.0,0.42,0.3,0.41,0.1,0.0
2942,0.73,1.0,0.27,0.84,0.01,0.51,0.0,0.15,0.47,0.0,1.0,0.04,0.82,0.19,0.34,0.1
2943,0.73,1.0,0.35,0.86,0.03,0.53,0.0,0.16,0.54,0.0,1.0,0.22,0.53,0.42,0.04,0.3
2944,0.74,1.0,0.5,0.99,0.13,0.67,0.0,0.31,0.35,0.0,1.0,0.1,0.79,0.43,0.1,0.52
2945,0.75,1.0,0.32,0.76,0.09,0.5,0.0,0.22,0.37,0.0,1.0,0.15,0.89,0.4,0.39,0.22
2946,0.76,1.0,0.44,0.86,0.11,0.55,0.0,0.19,0.46,0.0,1.0,0.14,0.59,0.36,0.13,0.26
2947,0.77,1.0,0.42,0.79,0.14,0.57,0.0,0.33,0.16,0.09,0.77,0.0,1.0,0.17,0.42,0.21
2948,0.78,1.0,0.4,0.94,0.16,0.58,0.05,0.21,0.53,0.0,1.0,0.27,0.36,0.3,0.0,0.0
2949,0.79,1.0,0.46,0.82,0.13,0.52,0.0,0.18,0.48,0.0,1.0,0.18,0.58,0.37,0.0,0.27
2950,0.8,1.0,0.37,0.76,0.1,0.5,0.0,0.22,0.39,0.0,1.0,0.13,0.68,0.37,0.02,0.46
2951,0.81,1.0,0.55,0.92,0.17,0.61,0.03,0.26,0.41,0.0,1.0,0.14,0.65,0.44,0.0,0.6
2952,0.82,0.83,1.0,1.0,0.54,0.76,0.17,0.47,0.0,0.13,0.46,0.0,0.5,0.3,0.0,0.27
2953,0.84,1.0,0.52,0.74,0.28,0.46,0.16,0.17,0.55,0.0,1.0,0.21,0.61,0.38,0.0,0.26
2954,0.85,1.0,0.43,0.76,0.11,0.48,0.0,0.17,0.44,0.0,1.0,0.1,0.59,0.2,0.01,0.1
2955,0.85,1.0,0.44,0.87,0.11,0.54,0.0,0.16,0.5,0.0,1.0,0.2,0.68,0.46,0.08,0.41
2956,0.86,1.0,0.38,0.76,0.08,0.48,0.0,0.2,0.5,0.0,1.0,0.18,0.74,0.45,0.08,0.57
2957,0.87,1.0,0.43,0.83,0.13,0.55,0.0,0.23,0.3,0.0,0.8,0.05,1.0,0.28,0.5,0.29
2958,0.88,1.0,0.38,0.85,0.18,0.49,0.19,0.12,0.65,0.0,1.0,0.28,0.53,0.46,0.0,0.31
2959,0.89,1.0,0.43,0.93,0.03,0.58,0.0,0.15,0.57,0.02,1.0,0.29,0.43,0.35,0.24,0.0
2960,0.89,1.0,0.52,0.9,0.21,0.62,0.0,0.3,0.19,0.02,0.77,0.0,1.0,0.19,0.42,0.19
2961,0.9,1.0,0.53,0.73,0.19,0.46,0.0,0.16,0.41,0.0,1.0,0.08,0.81,0.26,0.2,0.29
2962,0.92,1.0,0.36,0.87,0.0,0.51,0.08,0.11,0.82,0.07,1.0,0.4,0.27,0.36,0.1,0.0
2963,0.92,1.0,0.61,0.85,0.31,0.57,0.1,0.29,0.21,0.0,1.0,0.07,0.69,0.27,0.0,0.13
2964,0.94,1.0,0.47,0.78,0.14,0.5,0.0,0.22,0.39,0.0,1.0,0.19,0.81,0.46,0.08,0.53
2965,0.95,1.0,0.55,0.78,0.25,0.51,0.09,0.23,0.4,0.0,1.0,0.15,0.64,0.34,0.0,0.23
2966,0.95,0.85,1.0,1.0,0.61,0.71,0.41,0.36,0.5,0.0,0.93,0.03,0.58,0.3,0.0,0.26
2967,0.96,0.64,1.0,1.0,0.5,0.99,0.15,0.68,0.0,0.31,0.22,0.0,0.47,0.27,0.14,0.25
2968,0.97,1.0,0.56,0.94,0.2,0.65,0.0,0.32,0.2,0.0,0.93,0.01,1.0,0.28,0.3,0.34
2969,0.98,1.0,0.34,0.77,0.0,0.37,0.2,0.0,0.89,0.0,1.0,0.37,0.36,0.51,0.06,0.49
2970,0.98,1.0,0.51,0.77,0.21,0.49,0.07,0.18,0.49,0.0,1.0,0.16,0.42,0.23,0.0,0.01
2971,0.99,0.97,0.47,1.0,0.08,0.74,0.0,0.41,0.28,0.11,0.85,0.0,1.0,0.22,0.38,0.24
2972,0.0,1.0,0.24,1.0,0.63,0.99,1.0,0.93,0.81,0.69,0.57,0.44,0.39,0.18,0.32,0.0
2973,0.0,1.0,0.34,0.94,0.7,0.9,1.0,0.85,0.78,0.64,0.57,0.41,0.42,0.15,0.43,0.0
2974,0.0,1.0,0.38,1.0,0.7,0.74,0.55,0.3,0.26,0.0,0.19,0.44,0.59,0.5,1.0,0.54
2975,0.0,1.0,0.46,1.0,0.86,0.84,0.68,0.43,0.56,0.0,0.4,0.09,0.5,0.34,1.0,0.34
2976,0.0,1.0,0.47,0.86,1.0,0.79,0.68,0.52,0.42,0.23,0.3,0.0,0.66,0.25,0.82,0.4
2977,0.0,1.0,0.53,0.97,1.0,0.96,0.71,0.58,0.57,0.14,0.44,0.0,0.33,0.35,0.9,0.38
2978,0.0,1.0,0.53,0.99,0.66,0.67,0.59,0.33,0.53,0.0,0.36,0.18,0.38,0.42,1.0,0.42
2979,0.0,1.0,0.59,0.97,0.81,0.66,0.63,0.32,0.44,0.0,0.03,0.25,0.37,0.34,1.0,0.39
2980,0.0,1.0,0.63,0.98,0.67,0.66,0.57,0.32,0.39,0.0,0.13,0.19,0.35,0.36,1.0,0.36
2981,0.0,1.0,0.65,0.99,0.7,0.66,0.51,0.33,0.32,0.0,0.15,0.12,0.29,0.39,1.0,0.44
2982,0.0,1.0,0.67,0.98,0.87,0.83,0.57,0.43,0.35,0.0,0.09,0.25,0.32,0.45,1.0,0.45
2983,0.0,1.0,0.81,1.0,0.68,0.62,0.34,0.26,0.24,0.0,0.92,0.28,1.0,0.5,0.05,0.46
2984,0.0,0.66,0.26,1.0,0.64,0.88,0.73,0.43,0.63,0.0,0.34,0.33,0.57,0.54,1.0,0.6
2985,0.0,0.72,0.28,1.0,0.53,0.77,0.53,0.24,0.42,0.0,0.36,0.34,0.68,0.49,1.0,0.67
2986,0.0,0.72,0.29,1.0,0.61,0.82,0.59,0.34,0.47,0.0,0.24,0.4,0.62,0.49,1.0,0.64
2987,0.0,0.74,0.33,0.91,0.92,1.0,1.0,0.77,0.71,0.4,0.52,0.0,0.37,0.34,0.69,0.44
2988,0.0,0.76,0.42,1.0,0.66,0.75,0.46,0.38,0.43,0.0,0.22,0.19,0.45,0.36,1.0,0.39
2989,0.0,0.79,0.24,1.0,0.62,0.84,0.66,0.53,0.56,0.22,0.43,0.0,0.49,0.24,1.0,0.22
2990,0.0,0.79,0.26,1.0,0.55,0.76,0.37,0.31,0.16,0.0,0.11,0.4,0.55,0.52,1.0,0.62
2991,0.0,0.8,0.5,1.0,0.82,0.72,0.58,0.34,0.22,0.0,0.09,0.07,0.29,0.38,1.0,0.44
2992,0.0,0.81,0.25,1.0,0.69,0.85,0.7,0.42,0.59,0.0,0.22,0.18,0.49,0.38,1.0,0.42
2993,0.0,0.81,0.41,1.0,0.6,0.72,0.43,0.35,0.2,0.0,0.05,0.35,0.48,0.49,1.0,0.48
2994,0.0,0.82,0.3,1.0,0.64,0.78,0.5,0.38,0.55,0.0,0.25,0.35,0.46,0.46,1.0,0.44
2995,0.0,0.82,0.4,1.0,0.97,0.99,0.99,0.62,0.81,0.23,0.56,0.0,0.4,0.28,1.0,0.32
2996,0.0,0.83,0.21,1.0,0.62,0.93,0.57,0.46,0.51,0.0,0.29,0.1,0.56,0.21,1.0,0.28
2997,0.0,0.83,0.47,0.97,1.0,1.0,0.96,0.68,0.72,0.35,0.56,0.0,0.52,0.27,0.86,0.43
2998,0.0,0.84,0.4,1.0,0.76,0.71,0.65,0.33,0.32,0.0,0.05,0.28,0.42,0.44,1.0,0.46
2999,0.0,0.84,0.48,1.0,0.83,0.77,0.8,0.38,0.75,0.0,0.37,0.12,0.46,0.34,1.0,0.44
3000,0.0,0.85,0.34,1.0,1.0,0.94,0.82,0.45,0.49,0.0,0.11,0.03,0.29,0.31,0.96,0.31
3001,0.0,0.85,0.5,1.0,0.88,0.73,0.66,0.35,0.29,0.0,0.05,0.05,0.41,0.38,1.0,0.52
3002,0.0,0.86,0.46,1.0,0.88,0.77,0.78,0.36,0.51,0.0,0.11,0.26,0.45,0.37,1.0,0.42
3003,0.0,0.87,0.31,1.0,0.66,0.71,0.61,0.35,0.51,0.0,0.01,0.13,0.21,0.28,1.0,0.34
3004,0.0,0.87,0.43,1.0,0.68,0.58,0.63,0.08,0.34,0.0,0.02,0.29,0.51,0.34,1.0,0.41
3005,0.0,0.88,0.2,1.0,0.8,0.92,0.88,0.52,0.73,0.09,0.54,0.0,0.38,0.28,1.0,0.28
3006,0.0,0.88,0.25,1.0,1.0,0.81,0.89,0.48,0.55,0.15,0.26,0.0,0.0,0.31,0.98,0.37
3007,0.0,0.88,0.46,1.0,0.83,0.78,0.66,0.39,0.45,0.0,0.15,0.15,0.32,0.37,1.0,0.38
3008,0.0,0.88,0.48,1.0,1.0,0.91,0.73,0.51,0.51,0.09,0.41,0.0,0.21,0.27,0.78,0.33
3009,0.0,0.89,0.2,0.97,0.64,1.0,1.0,0.9,0.95,0.66,0.78,0.44,0.57,0.22,0.4,0.0
3010,0.0,0.89,0.33,1.0,0.49,0.54,0.39,0.06,0.16,0.0,0.1,0.36,0.55,0.35,1.0,0.31
3011,0.0,0.89,0.5,1.0,1.0,0.89,0.77,0.53,0.53,0.16,0.55,0.0,0.2,0.29,0.82,0.39
3012,0.0,0.89,0.54,1.0,1.0,0.8,0.82,0.37,0.48,0.0,0.11,0.05,0.19,0.32,0.76,0.38
3013,0.0,0.9,0.22,1.0,0.39,0.59,0.37,0.11,0.31,0.0,0.21,0.32,0.6,0.35,1.0,0.39
3014,0.0,0.9,0.42,0.99,0.89,1.0,0.84,0.79,0.62,0.41,0.57,0.0,0.53,0.38,1.0,0.37
3015,0.0,0.9,0.48,1.0,1.0,0.95,0.82,0.64,0.56,0.32,0.42,0.0,0.17,0.24,0.7,0.26
3016,0.0,0.91,0.0,0.97,0.52,1.0,1.0,0.93,1.0,0.69,0.78,0.47,0.58,0.24,0.44,0.0
3017,0.0,0.91,0.28,1.0,0.73,0.91,0.55,0.46,0.4,0.0,0.28,0.08,0.44,0.38,1.0,0.45
3018,0.0,0.91,0.4,1.0,1.0,1.0,0.91,0.61,0.77,0.21,0.62,0.0,0.29,0.35,0.81,0.44
3019,0.0,0.91,0.44,1.0,0.79,0.74,0.64,0.37,0.53,0.0,0.27,0.23,0.4,0.38,1.0,0.39
3020,0.0,0.91,0.51,0.96,0.88,1.0,0.67,0.55,0.64,0.07,0.47,0.0,0.48,0.19,1.0,0.24
3021,0.0,0.92,0.2,1.0,0.68,0.94,0.49,0.46,0.24,0.0,0.14,0.16,0.44,0.48,1.0,0.56
3022,0.0,0.92,0.36,1.0,0.56,0.7,0.41,0.3,0.27,0.0,0.04,0.37,0.51,0.43,1.0,0.43
3023,0.0,0.92,0.44,1.0,1.0,0.92,0.66,0.62,0.37,0.31,0.1,0.0,0.07,0.19,0.58,0.31
3024,0.0,0.92,0.53,1.0,0.78,0.7,0.61,0.34,0.39,0.0,0.06,0.29,0.43,0.39,1.0,0.3
3025,0.0,0.93,0.38,1.0,0.96,0.95,1.0,0.57,0.78,0.2,0.57,0.0,0.23,0.32,0.74,0.38
3026,0.0,0.93,0.41,1.0,0.57,0.65,0.47,0.26,0.21,0.0,0.02,0.35,0.51,0.38,1.0,0.36
3027,0.0,0.93,0.44,1.0,1.0,0.98,0.68,0.66,0.38,0.32,0.21,0.0,0.06,0.38,0.61,0.34
3028,0.0,0.93,0.46,1.0,0.76,0.8,0.7,0.4,0.66,0.0,0.44,0.15,0.51,0.41,1.0,0.39
3029,0.0,0.93,0.51,0.97,1.0,1.0,0.77,0.61,0.56,0.22,0.38,0.0,0.23,0.3,0.76,0.31
3030,0.0,0.93,0.6,1.0,0.65,0.66,0.51,0.33,0.35,0.0,0.11,0.23,0.31,0.37,1.0,0.38
3031,0.0,0.94,0.28,1.0,0.65,1.0,1.0,0.97,0.79,0.75,0.61,0.51,0.5,0.26,0.48,0.0
3032,0.0,0.94,0.39,1.0,0.54,0.63,0.55,0.2,0.47,0.0,0.19,0.32,0.58,0.35,1.0,0.36
3033,0.0,0.94,0.49,0.99,1.0,1.0,0.73,0.67,0.54,0.26,0.45,0.0,0.22,0.39,0.71,0.5
3034,0.0,0.94,0.56,1.0,1.0,0.83,0.88,0.52,0.64,0.23,0.43,0.0,0.19,0.29,0.63,0.43
3035,0.0,0.94,0.66,1.0,0.97,0.72,0.83,0.35,0.56,0.0,0.24,0.11,0.32,0.4,1.0,0.46
3036,0.0,0.94,0.08,0.99,0.55,1.0,0.95,0.89,1.0,0.65,0.82,0.41,0.55,0.2,0.26,0.0
3037,0.0,0.95,0.36,1.0,0.66,0.85,0.48,0.43,0.31,0.0,0.16,0.25,0.48,0.46,1.0,0.51
3038,0.0,0.95,0.43,1.0,0.66,0.65,0.61,0.25,0.47,0.0,0.11,0.32,0.41,0.44,1.0,0.55
3039,0.0,0.95,0.49,1.0,1.0,0.98,0.85,0.63,0.5,0.31,0.13,0.0,0.13,0.27,0.6,0.29
3040,0.0,0.95,0.53,1.0,1.0,0.93,0.76,0.6,0.51,0.27,0.31,0.0,0.33,0.35,0.91,0.41
3041,0.0,0.95,0.57,1.0,1.0,0.74,0.73,0.35,0.32,0.0,0.05,0.25,0.34,0.46,1.0,0.47
3042,0.0,0.96,0.1,1.0,0.59,0.99,1.0,0.87,0.93,0.64,0.69,0.43,0.44,0.22,0.25,0.0
3043,0.0,0.96,0.4,1.0,0.59,0.67,0.42,0.25,0.26,0.0,0.14,0.38,0.57,0.45,1.0,0.48
3044,0.0,0.96,0.45,1.0,1.0,0.99,0.79,0.83,0.6,0.63,0.45,0.42,0.36,0.21,0.33,0.0
3045,0.0,0.96,0.5,1.0,1.0,0.94,0.95,0.6,0.7,0.27,0.55,0.0,0.3,0.25,0.82,0.23
3046,0.0,0.96,0.58,1.0,0.76,0.75,0.51,0.38,0.34,0.0,0.0,0.08,0.34,0.26,1.0,0.28
3047,0.0,0.97,0.41,1.0,0.59,0.52,0.45,0.0,0.17,0.09,0.05,0.45,0.52,0.44,1.0,0.39
3048,0.0,0.97,0.42,1.0,0.67,0.71,0.53,0.35,0.34,0.0,0.16,0.23,0.4,0.42,1.0,0.42
3049,0.0,0.97,0.62,1.0,0.8,0.76,0.69,0.38,0.62,0.0,0.14,0.18,0.03,0.39,1.0,0.38
3050,0.0,0.97,0.76,1.0,1.0,0.74,0.62,0.4,0.33,0.06,0.04,0.0,0.11,0.22,0.91,0.24
3051,0.0,0.98,0.36,1.0,0.8,0.85,0.68,0.42,0.56,0.0,0.25,0.23,0.5,0.37,1.0,0.32
3052,0.0,0.98,0.51,1.0,0.67,0.66,0.57,0.26,0.43,0.0,0.06,0.29,0.48,0.43,1.0,0.43
3053,0.0,0.98,0.6,1.0,0.94,0.82,0.69,0.42,0.5,0.0,0.26,0.05,0.18,0.31,1.0,0.28
3054,0.0,0.98,0.66,1.0,0.64,0.66,0.32,0.34,0.02,0.0,0.47,0.2,1.0,0.47,0.28,0.5
3055,0.0,0.99,0.36,1.0,0.93,0.97,1.0,0.64,0.83,0.32,0.61,0.0,0.28,0.28,0.76,0.4
3056,0.0,0.99,0.58,1.0,0.66,0.68,0.49,0.34,0.31,0.0,0.14,0.18,0.39,0.36,1.0,0.41
3057,0.0,0.99,0.81,1.0,0.93,0.75,0.65,0.38,0.4,0.0,0.24,0.0,0.15,0.3,1.0,0.32
3058,0.1,0.78,0.4,1.0,1.0,0.99,0.7,0.53,0.29,0.12,0.0,0.0,0.07,0.45,0.7,0.55
3059,0.11,0.65,0.07,0.91,0.53,1.0,1.0,0.98,0.72,0.75,0.44,0.5,0.19,0.25,0.0,0.0
3060,0.12,0.93,0.0,0.97,0.57,1.0,1.0,0.88,0.94,0.66,0.75,0.43,0.57,0.22,0.4,0.0
3061,0.13,0.65,0.0,0.94,0.38,0.98,0.78,1.0,1.0,0.93,0.83,0.63,0.67,0.32,0.57,0.0
3062,0.13,0.93,0.79,1.0,0.87,0.72,0.5,0.36,0.21,0.0,0.1,0.14,0.0,0.46,1.0,0.49
3063,0.14,0.91,0.56,1.0,0.68,0.67,0.53,0.33,0.35,0.0,0.0,0.12,0.41,0.29,1.0,0.35
3064,0.15,0.95,0.77,1.0,1.0,0.72,0.7,0.42,0.31,0.13,0.0,0.0,0.17,0.32,0.95,0.37
3065,0.17,0.98,0.77,1.0,0.85,0.66,0.68,0.32,0.42,0.0,0.0,0.26,0.38,0.5,1.0,0.6
3066,0.19,1.0,0.61,0.98,0.62,0.56,0.5,0.14,0.29,0.0,0.0,0.35,0.5,0.4,1.0,0.39
3067,0.01,0.91,0.51,1.0,1.0,0.86,0.62,0.49,0.33,0.09,0.15,0.0,0.0,0.36,0.75,0.33
3068,0.02,1.0,0.53,0.99,0.63,0.66,0.42,0.33,0.18,0.0,0.0,0.22,0.38,0.37,1.0,0.41
3069,0.23,0.82,0.71,1.0,0.89,0.68,0.77,0.33,0.52,0.0,0.0,0.21,0.38,0.45,1.0,0.51
3070,0.25,1.0,0.71,0.93,0.77,0.57,0.59,0.2,0.3,0.0,0.0,0.28,0.5,0.25,1.0,0.14
3071,0.26,1.0,0.85,0.99,0.89,0.65,0.59,0.31,0.37,0.0,0.0,0.31,0.23,0.48,1.0,0.49
3072,0.28,0.65,0.41,1.0,0.63,0.64,0.55,0.21,0.31,0.0,0.0,0.33,0.5,0.45,1.0,0.58
3073,0.28,0.98,0.77,1.0,0.89,0.65,0.67,0.27,0.35,0.0,0.0,0.17,0.48,0.29,1.0,0.3
3074,0.02,0.93,0.0,0.97,0.5,0.98,1.0,1.0,0.72,0.78,0.47,0.53,0.31,0.26,0.27,0.0
3075,0.32,0.93,0.8,1.0,1.0,0.64,0.63,0.26,0.36,0.0,0.96,0.29,0.78,0.42,0.0,0.38
3076,0.03,0.81,0.57,1.0,1.0,0.92,0.63,0.49,0.23,0.07,0.0,0.0,0.3,0.32,0.93,0.34
3077,0.04,1.0,0.36,0.99,0.44,0.59,0.39,0.2,0.29,0.0,0.0,0.31,0.49,0.39,1.0,0.42
3078,0.47,0.82,0.83,1.0,1.0,0.67,0.67,0.33,0.28,0.0,0.01,0.14,0.0,0.41,0.78,0.35
3079,0.05,1.0,0.45,0.9,0.41,0.45,0.36,0.0,0.03,0.14,0.0,0.39,0.49,0.48,1.0,0.55
3080,0.05,0.99,0.85,1.0,0.82,0.62,0.4,0.26,0.24,0.0,1.0,0.25,0.96,0.46,0.0,0.47
3081,0.06,0.93,0.48,1.0,0.84,0.7,0.79,0.23,0.48,0.0,0.0,0.23,0.44,0.35,1.0,0.39
3082,0.07,0.72,0.0,1.0,0.42,1.0,1.0,1.0,0.9,0.8,0.61,0.55,0.39,0.28,0.23,0.0
3083,0.07,0.95,0.47,1.0,0.68,0.69,0.5,0.34,0.27,0.0,0.0,0.19,0.44,0.31,1.0,0.35
3084,0.08,0.92,0.67,1.0,0.87,0.82,0.62,0.4,0.31,0.0,0.0,0.14,0.38,0.3,1.0,0.27
3085,0.09,0.91,0.71,1.0,0.91,0.68,0.68,0.34,0.41,0.0,0.0,0.15,0.15,0.32,1.0,0.34
3086,0.09,0.98,0.61,1.0,0.69,0.65,0.54,0.3,0.33,0.0,0.0,0.32,0.19,0.37,1.0,0.43
3087,0.0,0.2,0.38,0.56,0.46,1.0,0.06,0.81,0.58,0.56,1.0,0.24,0.5,0.0,0.07,0.15
3088,0.0,0.54,0.53,0.37,0.52,0.0,0.22,0.06,0.57,0.39,0.92,0.72,1.0,1.0,0.48,0.77
3089,0.0,0.57,0.35,0.95,1.0,1.0,0.95,0.57,0.53,0.19,0.43,0.0,0.6,0.38,0.0,0.63
3090,0.0,0.67,0.46,0.6,0.61,0.23,0.24,0.0,0.35,0.36,0.72,0.67,1.0,1.0,0.45,0.85
3091,0.0,0.75,0.46,0.58,0.67,0.22,0.21,0.0,0.29,0.36,0.74,0.67,1.0,1.0,0.36,0.86
3092,0.0,0.85,0.19,0.63,0.86,0.31,0.94,0.0,0.03,0.15,0.39,0.5,1.0,0.83,0.29,1.0
3093,0.0,0.94,0.09,0.57,0.2,0.19,0.07,0.0,0.2,0.36,0.7,0.68,1.0,1.0,0.18,0.92
3094,1.0,1.0,0.14,0.9,0.74,0.55,0.79,0.97,0.37,0.62,0.0,0.39,0.36,0.0,0.39,0.44
3095,1.0,1.0,0.33,0.95,0.0,0.6,0.47,0.28,0.48,0.0,0.05,0.21,0.4,0.59,0.87,0.92
3096,1.0,1.0,0.43,0.78,0.8,0.39,0.76,0.0,0.0,0.1,0.39,0.46,0.86,0.82,0.1,0.97
3097,1.0,1.0,0.09,0.95,0.0,0.52,0.98,0.26,0.48,0.0,0.46,0.45,0.98,0.9,0.18,0.71
3098,1.0,0.72,0.58,1.0,0.0,0.77,0.46,0.39,0.62,0.0,0.24,0.21,0.69,0.58,0.69,0.91
3099,1.0,0.8,0.38,1.0,0.06,0.65,0.91,0.39,0.82,0.0,0.0,0.16,0.48,0.53,1.0,0.89
3100,1.0,0.81,0.37,1.0,0.0,0.71,0.49,0.36,0.71,0.0,0.18,0.22,0.51,0.59,0.9,0.93
3101,1.0,0.82,0.61,1.0,0.5,0.68,0.72,0.31,0.38,0.0,0.0,0.16,0.31,0.49,0.78,0.76
3102,1.0,0.85,0.32,1.0,0.0,0.67,0.56,0.34,0.68,0.0,0.23,0.24,0.71,0.59,0.61,0.84
3103,1.0,0.88,0.47,1.0,0.28,0.62,0.74,0.27,0.55,0.0,0.0,0.19,0.32,0.6,0.86,0.88
3104,1.0,0.91,0.33,1.0,0.07,0.73,0.76,0.39,0.67,0.0,0.0,0.25,0.48,0.68,0.91,0.94
3105,1.0,0.94,0.29,0.84,0.32,0.41,0.59,0.0,0.0,0.01,0.42,0.38,0.87,0.74,0.52,1.0
3106,1.0,0.98,0.51,1.0,0.11,0.72,0.44,0.35,0.43,0.0,0.0,0.2,0.22,0.61,0.65,0.92
3107,0.11,1.0,0.16,0.66,0.27,0.32,0.0,0.0,0.14,0.28,0.64,0.59,1.0,0.92,0.39,0.97
3108,0.11,0.58,0.85,0.41,0.87,0.0,0.0,0.09,0.23,0.5,1.0,0.78,0.71,1.0,0.1,0.77
3109,0.12,0.75,0.03,0.59,0.67,0.25,0.2,0.0,0.27,0.36,0.95,0.68,1.0,1.0,0.0,0.95
3110,0.15,0.92,0.0,0.96,0.38,0.47,0.79,0.0,0.04,0.08,0.46,0.58,1.0,1.0,0.12,0.86
3111,0.16,0.88,0.0,0.68,0.63,0.38,0.84,0.0,0.22,0.15,0.57,0.58,1.0,0.99,0.58,1.0
3112,0.19,0.74,0.75,0.62,0.78,0.23,0.03,0.0,0.28,0.38,0.94,0.72,1.0,1.0,0.0,0.8
3113,0.21,0.73,0.84,0.42,0.9,0.07,0.0,0.0,0.19,0.35,0.81,0.66,1.0,1.0,0.09,0.89
3114,0.22,0.93,0.0,0.7,0.69,0.37,1.0,0.0,0.15,0.2,0.51,0.6,0.77,0.94,0.42,1.0
3115,0.23,0.83,0.74,0.49,1.0,0.13,0.19,0.0,0.24,0.35,0.82,0.66,0.73,1.0,0.0,0.84
3116,0.25,0.94,0.06,0.58,0.87,0.3,0.85,0.0,0.0,0.17,0.49,0.53,1.0,0.89,0.35,1.0
3117,0.27,0.73,0.35,0.48,1.0,0.14,0.7,0.0,0.38,0.38,0.89,0.75,0.94,1.0,0.0,0.86
